Release_Year,EventGroup_strTitle,Event_dtmReleaseDate
2014,Air Fighter + Adventures Of Iceberg,01/03/2014 00:00:00
2014,Haunted Graves + Scary House,01/03/2014 00:00:00
2014,Ride In The Mines + King Kong Returns,01/03/2014 00:00:00
2014,Scorpion King Back + Invasion,01/03/2014 00:00:00
2014,Afflicted,04/03/2014 00:00:00
2014,Adventures of an iceberg+Terrific dinosaurs+Time Machine,06/03/2014 00:00:00
2014,300: Rise of an Empire ,07/03/2014 00:00:00
2014,Action Kids ,07/03/2014 00:00:00
2014,Jodorowsky's Dune,07/03/2014 00:00:00
2014,3 Days To Kill,14/03/2014 00:00:00
2014,Addicted,14/03/2014 00:00:00
2014,Battle Of The Damned,14/03/2014 00:00:00
2014,Enemy,14/03/2014 00:00:00
2014,Gallows Hill,14/03/2014 00:00:00
2014,The Visitors,14/03/2014 00:00:00
2014,Tyler Perry's Single Mom's Club,14/03/2014 00:00:00
2014,Veronica Mars,14/03/2014 00:00:00
2014,Bad Words,21/03/2014 00:00:00
2014,God's Not Dead,21/03/2014 00:00:00
2014,Leave The World Behind,21/03/2014 00:00:00
2014,Muppets Most Wanted,21/03/2014 00:00:00
2014,Need for Speed ,21/03/2014 00:00:00
2014,A Haunted House 2,28/03/2014 00:00:00
2014,Airplane vs Volcano ,28/03/2014 00:00:00
2014,Cesar Chavez,28/03/2014 00:00:00
2014,Noah ,28/03/2014 00:00:00
2014,Sabotage ,28/03/2014 00:00:00
2014,Mahesh Dattani's Dance Like A Man ,31/03/2014 00:00:00
2014,Enchanted Castle and Roller Coaster,01/04/2014 00:00:00
2014,Invasion and Predator Attack,01/04/2014 00:00:00
2014,Pirates,01/04/2014 00:00:00
2014,The Lady and The Reaper and Roller Coaster,01/04/2014 00:00:00
2014,Tomb Of The Pharaoh 1 and Tomb Of The Pharaoh 2,01/04/2014 00:00:00
2014,The Retrieval,02/04/2014 00:00:00
2014,After The Third Bell,04/04/2014 00:00:00
2014,Bending The Rules,04/04/2014 00:00:00
2014,Captain America: The Winter Soldier ,04/04/2014 00:00:00
2014,Dom Hemingway,04/04/2014 00:00:00
2014,In The Blood,04/04/2014 00:00:00
2014,Under the Skin,04/04/2014 00:00:00
2014,Pre Historic Adventure + King Kong Returns,07/04/2014 00:00:00
2014,Sleigh Ride + King Kong Returns,07/04/2014 00:00:00
2014,Terrific Dinosaur + King Kong Returns,07/04/2014 00:00:00
2014,The Lady + The Reaper + Aero Bike,07/04/2014 00:00:00
2014,About Last Night,11/04/2014 00:00:00
2014,Divergent ,11/04/2014 00:00:00
2014,Draft Day,11/04/2014 00:00:00
2014,Oculus,11/04/2014 00:00:00
2014,Only Lovers Left Alive,11/04/2014 00:00:00
2014,Rio 2 ,11/04/2014 00:00:00
2014,Asian School Girls,15/04/2014 00:00:00
2014,Comedy Fever,16/04/2014 00:00:00
2014,Bears,18/04/2014 00:00:00
2014,Tarzan ,18/04/2014 00:00:00
2014,Transcendence ,18/04/2014 00:00:00
2014,Brick Mansions,25/04/2014 00:00:00
2014,Congo: The Grand Inga Project,25/04/2014 00:00:00
2014,Finding Happiness,25/04/2014 00:00:00
2014,For No Good Reason,25/04/2014 00:00:00
2014,Locke,25/04/2014 00:00:00
2014,Son of God,25/04/2014 00:00:00
2014,The Other Woman,25/04/2014 00:00:00
2014,Walk of Shame,25/04/2014 00:00:00
2014,Where The Trail Ends,25/04/2014 00:00:00
2014,Welcome to the Jungle,27/04/2014 00:00:00
2014,Adventure of Jet and Jin and Haunted Raceway,01/05/2014 00:00:00
2014,Haunted Raceway and Adventure of Alibaba,01/05/2014 00:00:00
2014,Haunted Raceway and Roller Coaster,01/05/2014 00:00:00
2014,How I Spent My Summer Vacation,01/05/2014 00:00:00
2014,King Kong Returns and Roller Coaster,01/05/2014 00:00:00
2014,The Amazing Spider-Man 2 ,01/05/2014 00:00:00
2014,Water & Power,01/05/2014 00:00:00
2014,Bad Johnson,02/05/2014 00:00:00
2014,Belle,02/05/2014 00:00:00
2014,Beneath The Harvest Sky,02/05/2014 00:00:00
2014,Friended To Death,02/05/2014 00:00:00
2014,Haunted Graves And Scary House,02/05/2014 00:00:00
2014,More Than The Rainbow,02/05/2014 00:00:00
2014,Roller Coaster 2 And Predator Attack,02/05/2014 00:00:00
2014,The Amazing Spider-Man 2 ,02/05/2014 00:00:00
2014,The Protector 2,02/05/2014 00:00:00
2014,Legends of Oz: Dorothy's Return,09/05/2014 00:00:00
2014,Million Dollar Arm,09/05/2014 00:00:00
2014,Neighbors,09/05/2014 00:00:00
2014,Fading Gigolo,16/05/2014 00:00:00
2014,Godzilla ,16/05/2014 00:00:00
2014,Kochadaiiyaan ,23/05/2014 00:00:00
2014,X-Men: Days Of Future Past ,23/05/2014 00:00:00
2014,Asylum,30/05/2014 00:00:00
2014,Blended,30/05/2014 00:00:00
2014,Dracula,30/05/2014 00:00:00
2014,FILTH,30/05/2014 00:00:00
2014,Jett and Jinn,30/05/2014 00:00:00
2014,Jimmy's Hall,30/05/2014 00:00:00
2014,Maleficent ,30/05/2014 00:00:00
2014,The Nut Job ,30/05/2014 00:00:00
2014,The Quiet Ones,30/05/2014 00:00:00
2014,The Raid 2 ,30/05/2014 00:00:00
2014,Haunted Raceway and Terrific Dinosaur,01/06/2014 00:00:00
2014,Ride In the Mines and Pharaoh Queen,01/06/2014 00:00:00
2014,Terrific Dinosaur and Adventures of Ali Baba,01/06/2014 00:00:00
2014,Edge of Tomorrow ,06/06/2014 00:00:00
2014,Fault In Our Stars,06/06/2014 00:00:00
2014,Jersey Boys,06/06/2014 00:00:00
2014,Test,06/06/2014 00:00:00
2014,The Sacrament,06/06/2014 00:00:00
2014,Grace of Monaco,13/06/2014 00:00:00
2014,Hellion,13/06/2014 00:00:00
2014,How to Train Your Dragon 2 ,13/06/2014 00:00:00
2014,Policeman,13/06/2014 00:00:00
2014,Roraima,13/06/2014 00:00:00
2014,The Rover,13/06/2014 00:00:00
2014,The Signal,13/06/2014 00:00:00
2014,A Million Ways to Die in the West,20/06/2014 00:00:00
2014,Chef,20/06/2014 00:00:00
2014,Heaven Is For Real,20/06/2014 00:00:00
2014,Transformers: Age Of Extinction  ,27/06/2014 00:00:00
2014,Rescue And King Kong,28/06/2014 00:00:00
2014,Beware the Night,02/07/2014 00:00:00
2014,Earth to Echo,02/07/2014 00:00:00
2014,Tammy,02/07/2014 00:00:00
2014,Adventures of Toy Land and Roller Coaster,04/07/2014 00:00:00
2014,Police Badge ,04/07/2014 00:00:00
2014,The Fault In Our Stars,04/07/2014 00:00:00
2014,Darkness on the Edge of Town,09/07/2014 00:00:00
2014,Dawn of the Planet of the Apes ,11/07/2014 00:00:00
2014,Tomb & Strange Stories,11/07/2014 00:00:00
2014,Begin Again,18/07/2014 00:00:00
2014,Planes: Fire & Rescue ,18/07/2014 00:00:00
2014,The Purge: Anarchy,18/07/2014 00:00:00
2014,The Grand Budapest Hotel,25/07/2014 00:00:00
2014,22 Jump Street,01/08/2014 00:00:00
2014,Adventure of Alibaba and Haunted Mine Ride,01/08/2014 00:00:00
2014,Adventures of an Iceberg and King Kong Returns,01/08/2014 00:00:00
2014,Adventures of an Iceberg and Roller Coaster,01/08/2014 00:00:00
2014,Calvary,01/08/2014 00:00:00
2014,Child Of God,01/08/2014 00:00:00
2014,Citizen Kane,01/08/2014 00:00:00
2014,Finding Fela,01/08/2014 00:00:00
2014,Get On Up,01/08/2014 00:00:00
2014,Hercules,01/08/2014 00:00:00
2014,High Flight and Terrific Dinosaur,01/08/2014 00:00:00
2014,House of Dead +Tomb,01/08/2014 00:00:00
2014,House of Dead and Aero Bike,01/08/2014 00:00:00
2014,Lucy,01/08/2014 00:00:00
2014,Pharaoh Queen and Roller Coaster,01/08/2014 00:00:00
2014,Roller Coaster and House of Dead,01/08/2014 00:00:00
2014,Terrific Dinosaur and Adventure of Alibaba,01/08/2014 00:00:00
2014,The Lady and The Reaper and Invasion,01/08/2014 00:00:00
2014,(Fundamentals Dont Use),08/08/2014 00:00:00
2014,City Lights ,08/08/2014 00:00:00
2014,Guardians of the Galaxy ,08/08/2014 00:00:00
2014,Into the Storm,08/08/2014 00:00:00
2014,Polar Roller Coaster And Pre Historic Adventure,08/08/2014 00:00:00
2014,The Hundred-Foot Journey,08/08/2014 00:00:00
2014,Let's Be Cops,13/08/2014 00:00:00
2014,As Above So Below,15/08/2014 00:00:00
2014,Dracula,15/08/2014 00:00:00
2014,Hector and the Search for Happiness,15/08/2014 00:00:00
2014,Pirate Story,15/08/2014 00:00:00
2014,The Giver,15/08/2014 00:00:00
2014,Wild Tales,21/08/2014 00:00:00
2014,Asylum,22/08/2014 00:00:00
2014,Children of Heaven,22/08/2014 00:00:00
2014,SOS Planet,22/08/2014 00:00:00
2014,The Expendables 3,22/08/2014 00:00:00
2014,When the Game Stands Tall,22/08/2014 00:00:00
2014,House of Dead and King Kong Returns,29/08/2014 00:00:00
2014,Step Up All In ,29/08/2014 00:00:00
2014,Teenage Mutant Ninja Turtles ,29/08/2014 00:00:00
2014,The Congress,29/08/2014 00:00:00
2014,The November Man,29/08/2014 00:00:00
2014,Forest Adventure New,30/08/2014 00:00:00
2014,Haunted Graves,30/08/2014 00:00:00
2014,High Flight,30/08/2014 00:00:00
2014,Ice Fighter and Haunted House,30/08/2014 00:00:00
2014,Path Finder,30/08/2014 00:00:00
2014,Pre Historic Adventure,30/08/2014 00:00:00
2014,Predator Attack,30/08/2014 00:00:00
2014,Scorpion King And Haunted Graves,30/08/2014 00:00:00
2014,Deep Sea Track,31/08/2014 00:00:00
2014,Deep Sea Track and Rescue,31/08/2014 00:00:00
2014,The Scorpion King ,31/08/2014 00:00:00
2014,Forest Adventure and Adventure of Toy Land,01/09/2014 00:00:00
2014,Haunted House Hard And King Kong Returns,01/09/2014 00:00:00
2014,Pirates and Wild Coaster,01/09/2014 00:00:00
2014,Frontera,05/09/2014 00:00:00
2014,If I Stay,05/09/2014 00:00:00
2014,Life of Crime,05/09/2014 00:00:00
2014,Sin City: A Dame to Kill For,05/09/2014 00:00:00
2014,The Bridges of Madison County,05/09/2014 00:00:00
2014,The Green Inferno,05/09/2014 00:00:00
2014,The Longest Week,05/09/2014 00:00:00
2014,10 Rules For Sleeping Around,06/09/2014 00:00:00
2014,Casablanca,06/09/2014 00:00:00
2014,Doctor Zhivago,07/09/2014 00:00:00
2014,The Notebook,09/09/2014 00:00:00
2014,Singin' in the Rain,11/09/2014 00:00:00
2014,Atlas Shrugged: Part III,12/09/2014 00:00:00
2014,Finding Fanny,12/09/2014 00:00:00
2014,Forrest Gump,12/09/2014 00:00:00
2014,Paths of Glory (1957),12/09/2014 00:00:00
2014,The Prince,12/09/2014 00:00:00
2014,A Walk Among The Tombstones,19/09/2014 00:00:00
2014,Dolphin Tale 2,19/09/2014 00:00:00
2014,Dr. Cabbie,19/09/2014 00:00:00
2014,The Drop,19/09/2014 00:00:00
2014,The Maze Runner ,19/09/2014 00:00:00
2014,The Maze Runner (3D),19/09/2014 00:00:00
2014,Special Horror and King Kong Returns,22/09/2014 00:00:00
2014,Special Horror and Roller Coaster,22/09/2014 00:00:00
2014,Deliver Us From Evil,26/09/2014 00:00:00
2014,Path Finder Snow and Haunted Graves,26/09/2014 00:00:00
2014,Two Night Stand,26/09/2014 00:00:00
2014,Deep Sea Track and Haunted House,27/09/2014 00:00:00
2014,Scorpion King and Haunted House,30/09/2014 00:00:00
2014,Dinosaur Adventure and Adventure of Jet Cat,01/10/2014 00:00:00
2014,Strange Stories And Pharoh Queen,01/10/2014 00:00:00
2014,The Boxtrolls,02/10/2014 00:00:00
2014,The Hero of Color City,03/10/2014 00:00:00
2014,Alexander And The Terrible Horrible No Good Very Bad Day,10/10/2014 00:00:00
2014,Annabelle,10/10/2014 00:00:00
2014,Bermuda Tentacles,10/10/2014 00:00:00
2014,Beyond All Boundaries,10/10/2014 00:00:00
2014,Beyond All Boundaries: Cricket,10/10/2014 00:00:00
2014,Haunted State: Whispers from History Past,10/10/2014 00:00:00
2014,Left Behind,10/10/2014 00:00:00
2014,One Direction: Where We Are ,11/10/2014 00:00:00
2014,Dracula Untold,17/10/2014 00:00:00
2014,Kill the Messenger,17/10/2014 00:00:00
2014,King Kong ,17/10/2014 00:00:00
2014,Sex Tape,17/10/2014 00:00:00
2014,The Book of Life,17/10/2014 00:00:00
2014,The Judge,17/10/2014 00:00:00
2014,What If,17/10/2014 00:00:00
2014,Polar Roller Coaster,23/10/2014 00:00:00
2014,Honeymoon,24/10/2014 00:00:00
2014,"Love, Rosie",24/10/2014 00:00:00
2014,Revenge Of The Green Dragons,28/10/2014 00:00:00
2014,Fireflies,31/10/2014 00:00:00
2014,Fury,31/10/2014 00:00:00
2014,Gone Girl,31/10/2014 00:00:00
2014,Ouija,31/10/2014 00:00:00
2014,Roar: Tigers of the Sundarbans,31/10/2014 00:00:00
2014,Saw III,31/10/2014 00:00:00
2014,The Best of Me,31/10/2014 00:00:00
2014,Terrific Dinosaurs and Adventures of the Jet Cat,01/11/2014 00:00:00
2014,Chaar Sahibzaade ,06/11/2014 00:00:00
2014,A Decent Arrangement,07/11/2014 00:00:00
2014,Big Hero 6 ,07/11/2014 00:00:00
2014,Interstellar ,07/11/2014 00:00:00
2014,Nightcrawler,07/11/2014 00:00:00
2014,Beauty and the Beast,14/11/2014 00:00:00
2014,Boyhood,14/11/2014 00:00:00
2014,Horns,14/11/2014 00:00:00
2014,John Wick,14/11/2014 00:00:00
2014,Oliver Twist (1948),14/11/2014 00:00:00
2014,Saving Christmas,14/11/2014 00:00:00
2014,Secret Girl 009 -1,14/11/2014 00:00:00
2014,A Most Violent Year,18/11/2014 00:00:00
2014,Dumb and Dumber To,21/11/2014 00:00:00
2014,Foreign Correspondent ,21/11/2014 00:00:00
2014,Ninja 2 ,21/11/2014 00:00:00
2014,No Good Deed,21/11/2014 00:00:00
2014,The Equalizer ,21/11/2014 00:00:00
2014,Before I Disappear,28/11/2014 00:00:00
2014,Horrible Bosses 2,28/11/2014 00:00:00
2014,Penguins Of Madagascar ,28/11/2014 00:00:00
2014,Sex Ed,28/11/2014 00:00:00
2014,The Hunger Games: Mockingjay - Part 1,28/11/2014 00:00:00
2014,Moulin Rouge - The Ballet,30/11/2014 00:00:00
2014,Adventure of Jet and Jin and Haunted Mine Ride,01/12/2014 00:00:00
2014,Pilgrim Coaster and Roller Coaster,01/12/2014 00:00:00
2014,Broadway's Romeo and Juliet,02/12/2014 00:00:00
2014,1937 Battle Forge,03/12/2014 00:00:00
2014,Hydro Rafter,03/12/2014 00:00:00
2014,Bhopal: A Prayer for Rain,05/12/2014 00:00:00
2014,Exodus: Gods and Kings ,05/12/2014 00:00:00
2014,She's Beautiful When She's Angry,05/12/2014 00:00:00
2014,The Hobbit: An Unexpected Journey ,05/12/2014 00:00:00
2014,This Is Where I Leave You,05/12/2014 00:00:00
2014,Zombie Night ,05/12/2014 00:00:00
2014,Black Widow: A Land Bleeds,12/12/2014 00:00:00
2014,Inherent Vice,12/12/2014 00:00:00
2014,Jessabelle,12/12/2014 00:00:00
2014,Rise of the Zombie,12/12/2014 00:00:00
2014,The Babadook,12/12/2014 00:00:00
2014,The Hobbit: The Battle Of  The Five Armies ,12/12/2014 00:00:00
2014,Sleigh Ride and Little Lion King,13/12/2014 00:00:00
2014,Christmas Tale & Little Lion King,16/12/2014 00:00:00
2014,Night at the museum 3,18/12/2014 00:00:00
2014,Annie,19/12/2014 00:00:00
2014,Dragons of Camelot,19/12/2014 00:00:00
2014,The Gambler,19/12/2014 00:00:00
2014,Pilgrim Coaster,21/12/2014 00:00:00
2014,Haunted Raceway and Santa Ride,24/12/2014 00:00:00
2014,Santa Ride and Adventure of Jet and Jin,24/12/2014 00:00:00
2014,Santa Ride and Roller Coaster,24/12/2014 00:00:00
2014,A Long Way Down,25/12/2014 00:00:00
2014,Into The Woods,25/12/2014 00:00:00
2014,Night at the Museum: Secret of the Tomb  ,25/12/2014 00:00:00
2014,Selma,25/12/2014 00:00:00
2014,The Interview,25/12/2014 00:00:00
2014,Tracks,25/12/2014 00:00:00
2014,Unforgiven,25/12/2014 00:00:00
2014,Maps to the Stars,27/12/2014 00:00:00
2014,From Here To Eternity - The Musical,30/12/2014 00:00:00
2014,Santa Ride And Forest Adventure,31/12/2014 00:00:00
2014,Santa Ride and King Kong Returns,31/12/2014 00:00:00
2014,Santa Ride and Roller Coaster,31/12/2014 00:00:00
2015,Jurassic Avatar ,01/01/2015 00:00:00
2015,Jurassic City,01/01/2015 00:00:00
2015,Lost War of Jurassic Park ,01/01/2015 00:00:00
2015,Black and White: The Dawn of Justice ,02/01/2015 00:00:00
2015,The Woman in Black 2: Angel of Death,02/01/2015 00:00:00
2015,Unbroken,02/01/2015 00:00:00
2015,Big Eyes,09/01/2015 00:00:00
2015,Predestination,09/01/2015 00:00:00
2015,Taken 3,09/01/2015 00:00:00
2015,The World Made Straight,09/01/2015 00:00:00
2015,Canyon Coaster And Jungle Adventure,14/01/2015 00:00:00
2015,Roller Coaster And Jetpack Adventure,14/01/2015 00:00:00
2015,On a Quest,15/01/2015 00:00:00
2015,American Sniper,16/01/2015 00:00:00
2015,Escobar: Paradise Lost,16/01/2015 00:00:00
2015,Paddington,16/01/2015 00:00:00
2015,Son of a Gun,16/01/2015 00:00:00
2015,Spare Parts,16/01/2015 00:00:00
2015,Still Alice,16/01/2015 00:00:00
2015,The Amazing Spider-Man 2 ,16/01/2015 00:00:00
2015,The Imitation Game,16/01/2015 00:00:00
2015,The Theory of Everything,16/01/2015 00:00:00
2015,Evil House and Adventure of Jet and Jin,21/01/2015 00:00:00
2015,Evil House and Roller Coaster,21/01/2015 00:00:00
2015,Haunted Raceway and Life of Tree,21/01/2015 00:00:00
2015,Life of tree and Adventure of Jet and Jin,21/01/2015 00:00:00
2015,Ex Machina,23/01/2015 00:00:00
2015,Mortdecai,23/01/2015 00:00:00
2015,Strange Magic,23/01/2015 00:00:00
2015,The Humbling,23/01/2015 00:00:00
2015,Adventurous Forest Coaster and Dinosaur Era - 1,30/01/2015 00:00:00
2015,Birdman,30/01/2015 00:00:00
2015,Black or White,30/01/2015 00:00:00
2015,Foxcatcher,30/01/2015 00:00:00
2015,Project Almanac,30/01/2015 00:00:00
2015,Seventh Son ,30/01/2015 00:00:00
2015,The Loft,30/01/2015 00:00:00
2015,The Salt of the Earth,30/01/2015 00:00:00
2015,Justin Bieber's Believe,31/01/2015 00:00:00
2015,House of Dead and Time Machine,01/02/2015 00:00:00
2015,Ballet 422,06/02/2015 00:00:00
2015,Jupiter Ascending,06/02/2015 00:00:00
2015,Jupiter Ascending 3D ,06/02/2015 00:00:00
2015,Mr. Turner,06/02/2015 00:00:00
2015,The Boy Next Door,06/02/2015 00:00:00
2015,The Voices,06/02/2015 00:00:00
2015,Wild Card,06/02/2015 00:00:00
2015,RSC - The Two Gentlemen of Verona,08/02/2015 00:00:00
2015,The Last 5 Years,13/02/2015 00:00:00
2015,Pirates and Crazy Snowmobile,15/02/2015 00:00:00
2015,Ride in the mine and Zombie train,15/02/2015 00:00:00
2015,Death Warrior,20/02/2015 00:00:00
2015,Hot Tub Time Machine 2,20/02/2015 00:00:00
2015,Jane Got a Gun,20/02/2015 00:00:00
2015,Knight of Cups,20/02/2015 00:00:00
2015,Lazarus,20/02/2015 00:00:00
2015,"McFarland, USA",20/02/2015 00:00:00
2015,Whiplash,20/02/2015 00:00:00
2015,Wild,20/02/2015 00:00:00
2015,71,27/02/2015 00:00:00
2015,Blackhat,27/02/2015 00:00:00
2015,Kingsman: The Secret Service,27/02/2015 00:00:00
2015,Me & Mr Lobo,27/02/2015 00:00:00
2015,Outcast,27/02/2015 00:00:00
2015,Serena,27/02/2015 00:00:00
2015,Frankenstein - Part 1 ,28/02/2015 00:00:00
2015,Canyon Coaster And Jetpack Adventure,01/03/2015 00:00:00
2015,Hell,01/03/2015 00:00:00
2015,Little King,01/03/2015 00:00:00
2015,Underground Mine Ride And Dinosaur Era,01/03/2015 00:00:00
2015,A Year in Champagne,06/03/2015 00:00:00
2015,Against the Sun,06/03/2015 00:00:00
2015,Fifty Shades of Grey,06/03/2015 00:00:00
2015,Sming,06/03/2015 00:00:00
2015,The Coup,06/03/2015 00:00:00
2015,The Lazarus Effect,06/03/2015 00:00:00
2015,The Wedding Ringer,06/03/2015 00:00:00
2015,Unfinished Business,06/03/2015 00:00:00
2015,Frankenstein - Part 2 ,08/03/2015 00:00:00
2015,Anarchy,13/03/2015 00:00:00
2015,Black and White: The Dawn of Justice ,13/03/2015 00:00:00
2015,Chappie ,13/03/2015 00:00:00
2015,Focus ,13/03/2015 00:00:00
2015,In Their Shoes ,13/03/2015 00:00:00
2015,The Vatican Museums,15/03/2015 00:00:00
2015,Underground Mine Ride and Tarzan,18/03/2015 00:00:00
2015,Anita B,20/03/2015 00:00:00
2015,Cinderella,20/03/2015 00:00:00
2015,Insurgent ,20/03/2015 00:00:00
2015,The Second Best Exotic Marigold Hotel,20/03/2015 00:00:00
2015,Tracers,20/03/2015 00:00:00
2015,A Little Chaos,27/03/2015 00:00:00
2015,Dragon Blade ,27/03/2015 00:00:00
2015,Merchants of Doubt,27/03/2015 00:00:00
2015,Run All Night,27/03/2015 00:00:00
2015,The Dark Lurking,27/03/2015 00:00:00
2015,The Gunman,27/03/2015 00:00:00
2015,Forest Adventure & Wild Coaster,01/04/2015 00:00:00
2015,The Last Journey & Escape From Hell,01/04/2015 00:00:00
2015,Fast & Furious 7,02/04/2015 00:00:00
2015,Hola Venky,02/04/2015 00:00:00
2015,Cut Bank,03/04/2015 00:00:00
2015,Get Hard,03/04/2015 00:00:00
2015,The Woman in Gold,03/04/2015 00:00:00
2015,Curse of Egypt,04/04/2015 00:00:00
2015,Deep Sea Hunt,04/04/2015 00:00:00
2015,Treasure Hunter,04/04/2015 00:00:00
2015,Skylight ,05/04/2015 00:00:00
2015,Broken Horses,10/04/2015 00:00:00
2015,Desert Dancer,10/04/2015 00:00:00
2015,Home,10/04/2015 00:00:00
2015,It Follows,10/04/2015 00:00:00
2015,Nightlight,10/04/2015 00:00:00
2015,Vikings From The British Museum,13/04/2015 00:00:00
2015,Avengers Grimm ,17/04/2015 00:00:00
2015,Monkey Kingdom,17/04/2015 00:00:00
2015,Paul Blart: Mall Cop 2,17/04/2015 00:00:00
2015,The Water Diviner,17/04/2015 00:00:00
2015,Unfriended,17/04/2015 00:00:00
2015,What About Savarkar?,17/04/2015 00:00:00
2015,Of Mice And Men ,19/04/2015 00:00:00
2015,White God,21/04/2015 00:00:00
2015,Avengers: Age of Ultron,24/04/2015 00:00:00
2015,Effie Gray,24/04/2015 00:00:00
2015,Ice Fighter and King Kong Returns,24/04/2015 00:00:00
2015,Kill Me Three Times,24/04/2015 00:00:00
2015,Kung Fu Killer,24/04/2015 00:00:00
2015,Little Boy,24/04/2015 00:00:00
2015,The Longest Ride,24/04/2015 00:00:00
2015,The Moon and the Sun,24/04/2015 00:00:00
2015,Far From The Madding Crowd,01/05/2015 00:00:00
2015,Invasion + Time Machine,01/05/2015 00:00:00
2015,Private Number,01/05/2015 00:00:00
2015,While We're Young,01/05/2015 00:00:00
2015,The Curious Incident of the Dog in the Night Time ,03/05/2015 00:00:00
2015,Hot Pursuit,08/05/2015 00:00:00
2015,Playing It Cool,08/05/2015 00:00:00
2015,The SpongeBob Movie: Sponge Out of Water ,08/05/2015 00:00:00
2015,Zombie Train + Pharaoh Queen + Ride In The Mines,08/05/2015 00:00:00
2015,Danny Collins,15/05/2015 00:00:00
2015,House of Dead and Scorpion King,15/05/2015 00:00:00
2015,Mad Max: Fury Road,15/05/2015 00:00:00
2015,Santa Ride and Scorpion King,15/05/2015 00:00:00
2015,A Streetcar Named Desire,17/05/2015 00:00:00
2015,Phantom House,19/05/2015 00:00:00
2015,Terrific Dinosaur & Roller Coaster,19/05/2015 00:00:00
2015,Terrific Dinosaur and Forest Adventure,19/05/2015 00:00:00
2015,Terrific Dinosaur and Scorpion King,19/05/2015 00:00:00
2015,Earthquake And Roller,20/05/2015 00:00:00
2015,Russian Hills And Forest Adventure,20/05/2015 00:00:00
2015,Big Game,22/05/2015 00:00:00
2015,Poltergeist,22/05/2015 00:00:00
2015,Timbuktu,22/05/2015 00:00:00
2015,Tomorrowland,22/05/2015 00:00:00
2015,Crazy Roller coaster,26/05/2015 00:00:00
2015,Panic House,26/05/2015 00:00:00
2015,San Andreas Quake,28/05/2015 00:00:00
2015,Echoes of War,29/05/2015 00:00:00
2015,Maggie,29/05/2015 00:00:00
2015,San Andreas,29/05/2015 00:00:00
2015,The Human Centipede 3,29/05/2015 00:00:00
2015,B.O.O.: Bureau of Otherworldly Operations,05/06/2015 00:00:00
2015,Echoes,05/06/2015 00:00:00
2015,The Age of Adaline,05/06/2015 00:00:00
2015,What We Did on Our Holiday,05/06/2015 00:00:00
2015,Crossmaglen,06/06/2015 00:00:00
2015,Pompeii from the British Museum,07/06/2015 00:00:00
2015,Jurassic World,11/06/2015 00:00:00
2015,Me and Earl and the Dying Girl,12/06/2015 00:00:00
2015,The Duff,12/06/2015 00:00:00
2015,The Yes Men Are Revolting,12/06/2015 00:00:00
2015,Be Here Now,13/06/2015 00:00:00
2015,Dragon Valley,17/06/2015 00:00:00
2015,Entourage,19/06/2015 00:00:00
2015,Manglehorn,19/06/2015 00:00:00
2015,Spy,19/06/2015 00:00:00
2015,Forest Coaster and Tarzan,20/06/2015 00:00:00
2015,Roller Coaster and Jungle Adventure,20/06/2015 00:00:00
2015,Vincent Van Gogh,24/06/2015 00:00:00
2015,Insidious: Chapter 3,25/06/2015 00:00:00
2015,Adventure Show and Horror Show,26/06/2015 00:00:00
2015,Child 44,26/06/2015 00:00:00
2015,Demonic,26/06/2015 00:00:00
2015,Dope,26/06/2015 00:00:00
2015,Horror Show,26/06/2015 00:00:00
2015,I'll See You in My Dreams,26/06/2015 00:00:00
2015,Inside Out,26/06/2015 00:00:00
2015,Kids Ride and Adventure Show,26/06/2015 00:00:00
2015,Me,26/06/2015 00:00:00
2015,Polar Region War,26/06/2015 00:00:00
2015,Ride Show and Adventure Show,26/06/2015 00:00:00
2015,Ride show and Haunted Show,26/06/2015 00:00:00
2015,Ride Show and Horror Show,26/06/2015 00:00:00
2015,Ride Show and Kids Scary,26/06/2015 00:00:00
2015,Ride Show and Scary Show,26/06/2015 00:00:00
2015,Ted 2,26/06/2015 00:00:00
2015,Magic Mike XXL,03/07/2015 00:00:00
2015,Max,03/07/2015 00:00:00
2015,Pitch Perfect 2,03/07/2015 00:00:00
2015,Roller Coaster To The Death Valley,03/07/2015 00:00:00
2015,Terminator Genisys,03/07/2015 00:00:00
2015,Hermitage Revealed,05/07/2015 00:00:00
2015,Aurora,07/07/2015 00:00:00
2015,Aloha,10/07/2015 00:00:00
2015,Amy,10/07/2015 00:00:00
2015,Minions,10/07/2015 00:00:00
2015,The Gallows,10/07/2015 00:00:00
2015,Adventure of Toy Land & Terrific Dinosaurs,14/07/2015 00:00:00
2015,Mastiii XD,14/07/2015 00:00:00
2015,Planet of the Machines & Wild Coaster,14/07/2015 00:00:00
2015,Trike Coaster and Galactic Escapade,14/07/2015 00:00:00
2015,Rembrandt,22/07/2015 00:00:00
2015,Ant-Man,24/07/2015 00:00:00
2015,Mr. Holmes,24/07/2015 00:00:00
2015,Skin Trade,24/07/2015 00:00:00
2015,Smosh: The Movie,24/07/2015 00:00:00
2015,Chaar Dhaam Yatra,26/07/2015 00:00:00
2015,House of dead,26/07/2015 00:00:00
2015,Toy Ride,26/07/2015 00:00:00
2015,Neighborhood Watch,27/07/2015 00:00:00
2015,Pixels,31/07/2015 00:00:00
2015,Southpaw,31/07/2015 00:00:00
